"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20597","creating basic cbp","chromium","2026-07-23","passed","2026-07-23","","cbp-editor\basic.cbpeditor.spec.ts","",""
"","22584","Authenticate User","setup","2026-07-23","passed","2026-07-23","","auth.setup.ts","",""
