"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","84586","creating basic cbp","chromium","2026-07-27","failed","2026-07-27","","cbp-editor\testing.spec.ts","",""
"","15256","Authenticate User","setup","2026-07-27","passed","2026-07-27","","auth.setup.ts","",""
