"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29541","test","chromium","2026-07-23","passed","2026-07-23","","cbp-editor\basic.cbpeditor.spec.ts","",""
