"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","58309","should create a sticky note","chromium","2026-07-28","passed","2026-07-28","","cbp-editor\stickynote.spec.ts","",""
"","15819","Authenticate User","setup","2026-07-28","passed","2026-07-28","","auth.setup.ts","",""
