"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40586","test","chromium","2026-07-23","failed","2026-07-23","","cbp-editor\basic.cbpeditor.spec.ts","",""
"","16279","Authenticate User","setup","2026-07-23","passed","2026-07-23","","auth.setup.ts","",""
