"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12772","Authenticate User","setup","2026-07-24","passed","2026-07-24","","auth.setup.ts","",""
"","86497","creating basic cbp","chromium","2026-07-24","failed","2026-07-24","","cbp-editor\basic.cbpeditor.spec.ts","",""
