"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5783","Verify global section style and alert font properties @demo","chromium","2026-08-25","failed","2026-08-25","","cbp-editor\heading1FontStyle.spec.ts","",""
"","13780","Authenticate User","setup","2026-08-25","passed","2026-08-25","","auth.setup.ts","",""
