"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14604","Authenticate User","setup","2026-07-26","passed","2026-07-26","","auth.setup.ts","",""
"","62646","creating basic cbp","chromium","2026-07-26","failed","2026-07-26","","cbp-editor\testing.spec.ts","",""
